"","tipo","Barrio","cant_hab","cant_bath","superficie","precio"
"5676","Departamento","Caballito",3,2,66,190000
"5677","Departamento","Caballito",3,2,110,360000
"5678","Departamento","Mataderos",3,1,119,205000
"5679","Departamento","Monserrat",3,1,53,125000
"5680","Departamento","San Telmo",3,1,74,146000
"5681","Departamento","Versalles",3,2,50,130000
"5682","Departamento","Colegiales",3,1,70,198000
"5683","Departamento","Villa Luro",3,1,70,124900
"5684","Departamento","Barrio Norte",3,1,125,365000
"5685","Departamento","Barrio Norte",3,1,83,240000
"5686","Departamento","Barrio Norte",3,1,94,215000
"5687","Departamento","Barrio Norte",3,2,109,340000
"5688","Departamento","San Nicolás",3,1,61,98000
"5689","Departamento","Villa Crespo",3,2,77,235500
"5690","Departamento","Villa Crespo",3,1,57,128000
"5691","Departamento","Villa Crespo",3,1,46,120000
"5692","Departamento","Villa Devoto",3,1,66,190000
"5693","Departamento","Villa Devoto",3,1,61,140000
"5694","Departamento","Villa Devoto",3,1,65,125000
"5695","Departamento","Constitución",3,1,61,160000
"5696","Departamento","Puerto Madero",3,2,112,535000
"5697","Departamento","Puerto Madero",3,1,97,600000
"5698","Departamento","Puerto Madero",3,3,135,770000
"5699","Departamento","Puerto Madero",3,1,100,475000
"5700","Departamento","Puerto Madero",3,3,106,590000
"5701","Departamento","Puerto Madero",3,3,127,870000
"5702","Departamento","Puerto Madero",3,2,136,820000
"5703","Departamento","Puerto Madero",3,2,136,820000
"5704","Departamento","Puerto Madero",3,2,87,450000
"5705","Departamento","San Cristobal",3,1,56,120000
"5706","Departamento","Parque Chacabuco",3,2,77,210000
"5707","Departamento","Villa del Parque",3,1,69,150000
"5708","Departamento","Parque Centenario",3,1,63,195000
"5709","Departamento","Villa General Mitre",3,1,58,127000
"5710","PH","Nuñez",4,2,69,200000
"5711","PH","Almagro",4,4,120,280000
"5712","PH","Almagro",4,1,64,170000
"5713","PH","Balvanera",4,1,65,105000
"5714","PH","Mataderos",4,2,107,150000
"5715","PH","San Telmo",4,1,90,120000
"5716","PH","Villa Luro",4,2,122,210000
"5717","PH","Barrio Norte",4,2,195,550000
"5718","PH","Monte Castro",4,2,122,210000
"5719","PH","Villa Crespo",4,2,110,375000
"5720","Casa","Barracas",4,1,125,200000
"5721","Casa","Villa Urquiza",4,1,117,275000
"5722","Departamento","Flores",4,2,87,175000
"5723","Departamento","Nuñez",4,1,89,250000
"5724","Departamento","Almagro",4,2,103,205000
"5725","Departamento","Almagro",4,2,74,185000
"5726","Departamento","Almagro",4,1,72,172000
"5727","Departamento","Coghlan",4,1,86,214000
"5728","Departamento","Coghlan",4,1,89,250000
"5729","Departamento","Palermo",4,1,108,273000
"5730","Departamento","Palermo",4,1,82,220000
"5731","Departamento","Palermo",4,2,94,245000
"5732","Departamento","Palermo",4,3,100,350000
"5733","Departamento","Palermo",4,2,99,230000
"5734","Departamento","Palermo",4,2,156,460000
"5735","Departamento","Palermo",4,2,80,200000
"5736","Departamento","Belgrano",4,1,65,179000
"5737","Departamento","Belgrano",4,4,212,800000
"5738","Departamento","Belgrano",4,2,160,619000
"5739","Departamento","Belgrano",4,2,202,650000
"5740","Departamento","Belgrano",4,2,120,375000
"5741","Departamento","Belgrano",4,3,155,620000
"5742","Departamento","Belgrano",4,2,130,655000
"5743","Departamento","Belgrano",4,3,108,525000
"5744","Departamento","Belgrano",4,4,212,800000
"5745","Departamento","Congreso",4,1,105,200000
"5746","Departamento","Paternal",4,1,99,245000
"5747","Departamento","Recoleta",4,2,124,369000
"5748","Departamento","Recoleta",4,2,80,230000
"5749","Departamento","Caballito",4,2,82,244900
"5750","Departamento","Caballito",4,4,134,299000
"5751","Departamento","Caballito",4,4,134,299000
"5752","Departamento","Caballito",4,2,107,298000
"5753","Departamento","Monserrat",4,2,121,299000
"5754","Departamento","Colegiales",4,3,140,530000
"5755","Departamento","Parque Chas",4,2,83,190000
"5756","Departamento","Barrio Norte",4,2,111,245000
"5757","Departamento","Las Cañitas",4,2,175,618000
"5758","Departamento","Villa Crespo",4,1,145,330000
"5759","Departamento","San Cristobal",4,1,96,230000
"5760","Departamento","Villa Urquiza",4,2,111,447000
"5761","Departamento","Villa Urquiza",4,1,72,162000
"5762","Departamento","Villa Pueyrredón",4,2,121,363000
"5763","PH","Palermo",5,2,138,279500
"5764","PH","Parque Patricios",5,1,218,199900
"5765","Casa","Villa Urquiza",5,4,168,428000
"5766","Departamento","Flores",5,2,126,288000
"5767","Departamento","Flores",5,3,162,379000
"5768","Departamento","Flores",5,1,101,265000
"5769","Departamento","Retiro",5,4,223,790000
"5770","Departamento","Palermo",5,2,120,350000
"5771","Departamento","Palermo",5,2,231,489000
"5772","Departamento","Belgrano",5,3,110,400000
"5773","Departamento","Recoleta",5,3,161,495000
"5774","Departamento","Recoleta",5,2,178,540000
"5775","Departamento","Recoleta",5,3,133,395000
"5776","Departamento","Recoleta",5,2,120,350000
"5777","Departamento","Caballito",5,3,180,350000
"5778","Departamento","Barrio Norte",5,2,145,298000
"5779","Departamento","Barrio Norte",5,2,120,350000
"5780","Departamento","Barrio Norte",5,2,194,420000
"5781","Departamento","Barrio Norte",5,3,133,395000
"5782","Casa","Belgrano",6,4,243,590000
"5783","Departamento","Flores",6,3,244,410000
"5784","Departamento","Retiro",6,4,227,360000
"5785","Departamento","Palermo",6,2,150,405000
"5786","Departamento","Recoleta",6,2,230,730000
"5787","Casa","Liniers",4,2,105,260000
"5788","Departamento","Nuñez",4,1,64,185000
"5789","Departamento","Almagro",1,1,31,75000
"5790","Departamento","Palermo",1,1,34,88426
"5791","Departamento","Palermo",1,1,35,93080
"5792","Departamento","Palermo",2,1,58,159500
"5793","Departamento","Palermo",1,1,38,100672
"5794","Departamento","Palermo",1,1,34,88426
"5795","Departamento","Palermo",2,1,53,136500
"5796","Departamento","Palermo",1,1,45,155250
"5797","Departamento","Palermo",1,1,38,100672
"5798","Departamento","Palermo",3,2,80,368000
"5799","Departamento","Palermo",1,1,45,155250
"5800","Departamento","Belgrano",1,1,50,185000
"5801","Departamento","Belgrano",4,2,65,198000
"5802","Departamento","Belgrano",1,1,38,100277
"5803","Departamento","Belgrano",2,1,71,163873
"5804","Departamento","Belgrano",2,1,71,163873
"5805","Departamento","Belgrano",2,1,62,220000
"5806","Departamento","Belgrano",2,1,36,89500
"5807","Departamento","Belgrano",2,1,110,495000
"5808","Departamento","Congreso",2,1,82,160000
"5809","Departamento","Balvanera",1,1,34,70000
"5810","Departamento","Balvanera",1,1,35,70000
"5811","Departamento","Colegiales",3,1,57,175900
"5812","Departamento","Villa Crespo",1,1,42,107322
"5813","Departamento","Villa Crespo",2,1,68,152096
"5814","Departamento","Villa Crespo",1,1,86,248027
"5815","Departamento","Villa Crespo",2,1,68,152096
"5816","Departamento","Villa Crespo",4,2,115,298254
"5817","Departamento","Villa Crespo",1,1,42,107322
"5818","Departamento","San Cristobal",3,2,92,150000
"5819","Departamento","Villa Urquiza",1,1,42,130000
"5820","Departamento","Villa Urquiza",1,1,37,95000
"5821","Departamento","Villa Urquiza",2,1,36,89500
"5822","Departamento","Villa Pueyrredón",1,1,71,90000
"5823","PH","Flores",1,1,28,75000
"5824","PH","Flores",2,1,57,108000
"5825","PH","Almagro",2,1,42,89500
"5826","PH","Paternal",2,1,50,82000
"5827","PH","Villa Urquiza",2,2,99,199000
"5828","PH","Villa General Mitre",2,1,112,132000
"5829","Departamento","Boca",2,1,56,92000
"5830","Departamento","Once",2,1,41,89500
"5831","Departamento","Once",2,1,42,89500
"5832","Departamento","Once",2,1,56,168000
"5833","Departamento","Once",1,1,38,114000
"5834","Departamento","Boedo",2,1,30,73000
"5835","Departamento","Boedo",2,1,59,117000
"5836","Departamento","Flores",1,1,34,79000
"5837","Departamento","Flores",1,1,35,129000
"5838","Departamento","Nuñez",2,1,47,175000
"5839","Departamento","Nuñez",2,1,52,215000
"5840","Departamento","Retiro",2,1,40,109000
"5841","Departamento","Almagro",2,1,44,99000
"5842","Departamento","Almagro",1,1,38,90000
"5843","Departamento","Coghlan",2,1,65,125000
"5844","Departamento","Coghlan",2,1,71,134000
"5845","Departamento","Coghlan",2,1,70,145000
"5846","Departamento","Liniers",2,1,48,125000
"5847","Departamento","Palermo",2,1,95,205000
"5848","Departamento","Palermo",2,1,90,316484
"5849","Departamento","Palermo",1,1,49,165375
"5850","Departamento","Palermo",2,1,45,132000
"5851","Departamento","Palermo",2,1,32,95000
"5852","Departamento","Palermo",1,1,52,125000
"5853","Departamento","Belgrano",2,1,45,157000
"5854","Departamento","Belgrano",2,1,50,149900
"5855","Departamento","Belgrano",1,1,32,115000
"5856","Departamento","Belgrano",1,1,42,118000
"5857","Departamento","Belgrano",2,1,40,115000
"5858","Departamento","Belgrano",2,2,48,185000
"5859","Departamento","Belgrano",2,1,45,150000
"5860","Departamento","Congreso",2,1,38,75000
"5861","Departamento","Recoleta",2,1,34,120000
"5862","Departamento","Recoleta",2,2,75,250000
"5863","Departamento","Recoleta",2,1,47,105000
"5864","Departamento","Saavedra",1,1,45,120000
"5865","Departamento","Balvanera",2,1,56,168000
"5866","Departamento","Balvanera",2,1,56,158000
"5867","Departamento","Balvanera",1,1,38,113990
"5868","Departamento","Balvanera",2,1,56,203000
"5869","Departamento","Caballito",2,1,38,85010
"5870","Departamento","Caballito",2,1,52,130000
"5871","Departamento","Caballito",2,1,34,85000
"5872","Departamento","Caballito",2,1,44,90000
"5873","Departamento","Caballito",2,1,38,95000
"5874","Departamento","Chacarita",2,1,48,140000
"5875","Departamento","Colegiales",1,1,52,166000
"5876","Departamento","Colegiales",1,1,50,164000
"5877","Departamento","Colegiales",1,1,56,185000
"5878","Departamento","Colegiales",2,1,46,140000
"5879","Departamento","Tribunales",2,1,56,85000
"5880","Departamento","Villa Luro",1,1,39,69990
"5881","Departamento","Villa Luro",1,1,48,88900
"5882","Departamento","Barrio Norte",2,1,85,209000
"5883","Departamento","Barrio Norte",2,1,36,95000
"5884","Departamento","Barrio Norte",2,1,40,120000
"5885","Departamento","Las Cañitas",2,1,35,100000
"5886","Departamento","San Nicolás",2,1,35,98000
"5887","Departamento","San Nicolás",1,1,47,98577
"5888","Departamento","San Nicolás",1,1,47,98577
"5889","Departamento","Villa Crespo",1,1,41,106000
"5890","Departamento","Villa Crespo",1,1,41,106800
"5891","Departamento","Villa Crespo",2,1,52,113000
"5892","Departamento","Villa Crespo",2,1,45,109500
"5893","Departamento","Villa Crespo",1,1,33,89100
"5894","Departamento","Villa Lugano",2,1,100,98000
"5895","Departamento","Constitución",2,1,65,105000
"5896","Departamento","Puerto Madero",2,1,132,749000
"5897","Departamento","Villa Urquiza",2,1,45,145000
"5898","Departamento","Villa Urquiza",2,1,40,124900
"5899","Departamento","Villa Urquiza",2,1,42,145000
"5900","Departamento","Villa Urquiza",2,1,62,137900
"5901","Departamento","Villa Urquiza",2,1,56,199000
"5902","Departamento","Villa Urquiza",2,1,43,98000
"5903","Departamento","Villa Santa Rita",1,1,35,85000
"5904","Departamento","Villa del Parque",2,1,59,145000
"5905","PH","Palermo",3,1,74,178000
"5906","PH","Recoleta",3,1,66,256000
"5907","PH","Saavedra",3,1,113,135000
"5908","PH","Villa Devoto",3,2,102,195000
"5909","PH","Villa Urquiza",3,1,92,195000
"5910","PH","Velez Sarsfield",3,1,204,230000
"5911","PH","Parque Chacabuco",3,1,112,189000
"5912","PH","Parque Chacabuco",3,1,140,120000
"5913","PH","Parque Chacabuco",3,2,138,220000
"5914","PH","Villa del Parque",3,1,122,179000
"5915","Casa","Liniers",3,1,166,230000
"5916","Casa","Villa Crespo",4,3,228,410000
"5917","Casa","Villa Devoto",3,1,80,250000
"5918","Casa","Villa Soldati",3,1,188,120000
"5919","Casa","Villa Urquiza",3,1,130,250000
"5920","Casa","Parque Chacabuco",3,1,180,155000
"5921","Casa","Villa Pueyrredón",3,1,108,235000
"5922","Departamento","Almagro",3,1,74,163000
"5923","Departamento","Palermo",3,1,65,190000
"5924","Departamento","Palermo",4,3,188,496000
"5925","Departamento","Palermo",3,1,65,230000
"5926","Departamento","Palermo",3,1,50,138000
"5927","Departamento","Palermo",3,1,80,275000
"5928","Departamento","Palermo",3,1,45,138000
"5929","Departamento","Barracas",3,1,100,210000
"5930","Departamento","Belgrano",3,2,92,355000
"5931","Departamento","Congreso",3,1,69,108000
"5932","Departamento","Recoleta",3,2,65,260000
"5933","Departamento","Recoleta",3,1,58,185000
"5934","Departamento","Recoleta",3,1,111,367000
"5935","Departamento","Recoleta",3,1,70,182000
"5936","Departamento","Saavedra",3,1,61,170000
"5937","Departamento","Balvanera",3,1,43,78000
"5938","Departamento","Caballito",3,2,94,269000
"5939","Departamento","Caballito",3,1,125,260000
"5940","Departamento","Chacarita",4,3,188,496000
"5941","Departamento","Colegiales",3,1,126,307500
"5942","Departamento","Colegiales",3,1,76,140000
"5943","Departamento","Parque Chas",3,1,50,139900
"5944","Departamento","Barrio Norte",3,1,83,179900
"5945","Departamento","Monte Castro",3,1,62,125000
"5946","Departamento","San Nicolás",3,1,49,117000
"5947","Departamento","Villa Lugano",3,1,100,108000
"5948","Departamento","Villa Lugano",3,1,100,108000
"5949","Departamento","Constitución",3,1,65,105000
"5950","Departamento","Puerto Madero",3,2,90,620000
"5951","Departamento","San Cristobal",3,1,55,115000
"5952","Departamento","Villa Urquiza",3,1,92,195000
"5953","Departamento","Villa Urquiza",3,1,63,147500
"5954","Departamento","Villa Urquiza",3,1,86,169000
"5955","Departamento","Parque Chacabuco",3,1,63,169000
"5956","PH","Pompeya",6,1,140,219000
"5957","PH","Caballito",4,2,204,259900
"5958","PH","Mataderos",4,1,110,145000
"5959","PH","San Telmo",5,1,217,299000
"5960","PH","Villa Urquiza",4,1,94,169900
"5961","PH","Parque Chacabuco",4,1,114,135000
"5962","PH","Villa Pueyrredón",4,2,128,224000
"5963","Casa","Flores",4,2,153,220000
"5964","Casa","Parque Chas",4,1,135,329900
"5965","Casa","Parque Chacabuco",5,1,176,360000
"5966","Casa","Villa del Parque",4,2,300,370000
"5967","Casa","Villa General Mitre",4,2,100,230000
"5968","Departamento","Boedo",4,1,82,235000
"5969","Departamento","Flores",4,1,84,90000
"5970","Departamento","Palermo",3,1,47,175000
"5971","Departamento","Palermo",4,2,140,448000
"5972","Departamento","Barracas",4,2,270,609000
"5973","Departamento","Belgrano",5,2,134,435000
"5974","Departamento","Belgrano",4,1,91,299000
"5975","Departamento","Belgrano",3,3,85,319000
"5976","Departamento","Congreso",4,2,209,319000
"5977","Departamento","Recoleta",4,2,176,500000
"5978","Departamento","Recoleta",4,2,100,225000
"5979","Departamento","Recoleta",4,1,77,240000
"5980","Departamento","Recoleta",4,2,112,350000
"5981","Departamento","Caballito",4,2,104,295000
"5982","Departamento","Caballito",5,3,141,368000
"5983","Departamento","Caballito",5,3,141,368000
"5984","Departamento","Caballito",4,2,230,390000
"5985","Departamento","Caballito",4,2,298,480000
"5986","Departamento","Colegiales",5,2,130,386000
"5987","Departamento","Colegiales",4,2,200,650000
"5988","Departamento","Barrio Norte",4,1,101,280000
"5989","Departamento","Villa Crespo",4,2,129,459000
"5990","Departamento","San Cristobal",4,1,66,110000
"5991","Departamento","Villa Urquiza",4,1,68,187000
"5992","Departamento","Parque Patricios",4,2,104,215000
"5993","Departamento","Parque Patricios",4,2,107,188000
"5994","PH","Flores",6,3,129,179900
"5995","Casa","Flores",5,2,134,189500
"5996","Casa","Flores",5,2,215,280000
"5997","Casa","Pompeya",5,3,161,220000
"5998","Casa","Villa Devoto",6,2,236,390000
"5999","Casa","Villa Urquiza",5,2,134,325000
"6000","Departamento","Belgrano",4,4,127,250000
"6001","Departamento","Barrio Norte",5,3,120,375000
"6002","PH","Boedo",7,2,206,320000
"6003","Casa","Palermo",6,2,170,398000
"6004","Departamento","San Nicolás",6,2,133,220000
"6005","Departamento","Abasto",1,1,36,102526
"6006","Departamento","Abasto",1,1,36,102481
"6007","Departamento","Abasto",1,1,36,104311
"6008","Departamento","Flores",1,1,40,102000
"6009","Departamento","Nuñez",1,1,35,134000
"6010","Departamento","Almagro",1,1,41,115000
"6011","Departamento","Palermo",1,1,34,120000
"6012","Departamento","Palermo",1,1,34,120000
"6013","Departamento","Palermo",1,1,41,137000
"6014","Departamento","Palermo",1,1,37,112587
"6015","Departamento","Floresta",1,1,47,89000
"6016","Departamento","Floresta",1,1,35,78000
"6017","Departamento","Recoleta",1,1,44,125000
"6018","Departamento","Caballito",1,1,36,89000
"6019","Departamento","Caballito",1,1,34,96000
"6020","Departamento","Caballito",1,1,30,71000
"6021","Departamento","Caballito",1,1,46,115000
"6022","Departamento","Caballito",1,1,47,119000
"6023","Departamento","Monserrat",1,1,40,96000
"6024","Departamento","Monserrat",1,1,40,88000
"6025","Departamento","San Telmo",1,1,36,85000
"6026","Departamento","Barrio Norte",1,1,30,90000
