"","tipo","Barrio","cant_hab","cant_bath","superficie","precio"
"5092","Departamento","Villa Crespo",3,2,62,132792
"5093","Departamento","Villa Crespo",3,2,102,229806
"5094","Departamento","Villa Crespo",3,1,51,104000
"5095","Departamento","Villa Crespo",3,2,62,123307
"5096","Departamento","Villa Crespo",3,2,62,120146
"5097","Departamento","Villa Crespo",3,2,57,129097
"5098","Departamento","Villa Crespo",3,2,62,137851
"5099","Departamento","Villa Crespo",3,2,62,135322
"5100","Departamento","Villa Crespo",3,1,73,209000
"5101","Departamento","Villa Crespo",3,2,62,124572
"5102","Departamento","Villa Crespo",3,2,62,129631
"5103","Departamento","San Cristobal",3,2,75,245000
"5104","Departamento","Villa Urquiza",3,2,81,150000
"5105","Departamento","Villa Urquiza",3,1,65,265000
"5106","Departamento","Villa Urquiza",3,2,65,239000
"5107","Departamento","Villa Urquiza",3,1,63,159000
"5108","Departamento","Parque Chacabuco",3,1,130,294000
"5109","Departamento","Parque Patricios",3,1,57,135000
"5110","Departamento","Villa del Parque",3,1,127,250000
"5111","Departamento","Parque Centenario",3,2,60,175000
"5112","Departamento","Parque Centenario",3,2,87,173000
"5113","Departamento","Parque Centenario",3,2,60,175000
"5114","PH","Boedo",4,1,200,320000
"5115","PH","Boedo",4,1,200,320000
"5116","PH","Boedo",4,1,200,320000
"5117","PH","Almagro",4,2,109,264000
"5118","PH","Palermo",4,1,140,255000
"5119","PH","Recoleta",4,1,120,370000
"5120","PH","Balvanera",4,2,125,240000
"5121","PH","Caballito",4,1,94,340000
"5122","PH","Caballito",4,2,125,279000
"5123","PH","Caballito",4,2,106,140000
"5124","PH","Colegiales",4,2,170,350000
"5125","PH","Colegiales",4,2,210,450000
"5126","PH","Villa Urquiza",4,1,60,275000
"5127","PH","Villa del Parque",4,1,121,183000
"5128","Casa","Belgrano",4,3,200,480000
"5129","Departamento","Once",4,1,114,185000
"5130","Departamento","Nuñez",4,2,91,320000
"5131","Departamento","Almagro",4,2,78,184000
"5132","Departamento","Almagro",4,2,124,245000
"5133","Departamento","Almagro",4,2,103,220000
"5134","Departamento","Almagro",4,2,99,230000
"5135","Departamento","Almagro",4,1,100,240000
"5136","Departamento","Almagro",4,1,100,240000
"5137","Departamento","Almagro",4,1,80,199000
"5138","Departamento","Almagro",4,1,149,300000
"5139","Departamento","Almagro",4,2,95,285000
"5140","Departamento","Almagro",4,2,78,180000
"5141","Departamento","Almagro",4,1,80,199000
"5142","Departamento","Almagro",4,2,118,265000
"5143","Departamento","Almagro",4,2,101,250000
"5144","Departamento","Almagro",4,3,102,287000
"5145","Departamento","Almagro",4,2,118,265000
"5146","Departamento","Palermo",4,2,100,315000
"5147","Departamento","Palermo",4,1,111,270000
"5148","Departamento","Palermo",4,2,108,380000
"5149","Departamento","Palermo",4,2,103,250000
"5150","Departamento","Palermo",4,1,72,232000
"5151","Departamento","Palermo",4,3,193,590000
"5152","Departamento","Belgrano",4,2,169,285000
"5153","Departamento","Belgrano",4,2,170,480000
"5154","Departamento","Belgrano",4,2,80,295000
"5155","Departamento","Recoleta",4,2,166,500000
"5156","Departamento","Caballito",4,4,134,299000
"5157","Departamento","Caballito",4,1,98,229000
"5158","Departamento","Caballito",4,3,193,460000
"5159","Departamento","Caballito",4,1,86,210000
"5160","Departamento","Caballito",4,4,134,299000
"5161","Departamento","Caballito",4,4,134,299000
"5162","Departamento","Caballito",4,2,112,260000
"5163","Departamento","Caballito",4,1,94,340000
"5164","Departamento","Caballito",4,2,89,299000
"5165","Departamento","Chacarita",4,3,161,357000
"5166","Departamento","Monserrat",4,1,62,120000
"5167","Departamento","Barrio Norte",4,2,108,380000
"5168","Departamento","Barrio Norte",4,2,169,560000
"5169","Departamento","Barrio Norte",4,2,120,309000
"5170","Departamento","Las Cañitas",4,3,131,425000
"5171","Departamento","Villa Crespo",4,1,100,240000
"5172","Departamento","Villa Devoto",4,3,190,479000
"5173","Departamento","Puerto Madero",4,3,143,800000
"5174","Departamento","San Cristobal",4,2,83,220000
"5175","Departamento","San Cristobal",4,2,95,220000
"5176","Departamento","Villa Soldati",4,1,150,85000
"5177","Departamento","Villa Urquiza",4,2,88,335000
"5178","Departamento","Parque Centenario",4,3,102,287000
"5179","Departamento","Parque Centenario",4,1,100,240000
"5180","Departamento","Parque Centenario",4,3,101,250000
"5181","Departamento","Parque Centenario",4,2,84,225000
"5182","Departamento","Parque Centenario",4,2,116,260000
"5183","PH","Boedo",5,2,130,350000
"5184","PH","Palermo",5,1,112,260000
"5185","PH","Balvanera",5,2,130,350000
"5186","PH","Villa Crespo",5,2,149,270000
"5187","PH","Villa Lugano",5,2,200,179000
"5188","Casa","Villa Devoto",5,2,266,360000
"5189","Casa","Parque Patricios",5,1,226,269000
"5190","Departamento","Retiro",5,3,133,395000
"5191","Departamento","Almagro",5,4,200,351000
"5192","Departamento","Almagro",5,2,91,230000
"5193","Departamento","Palermo",5,2,91,230000
"5194","Departamento","Palermo",5,4,222,650000
"5195","Departamento","Congreso",5,1,85,145000
"5196","Departamento","San Telmo",5,1,102,312000
"5197","Departamento","Barrio Norte",5,2,91,230000
"5198","Departamento","Parque Centenario",5,4,200,351000
"5199","PH","Almagro",6,2,160,265000
"5200","PH","Pompeya",6,2,198,230000
"5201","Casa","Paternal",6,2,251,300000
"5202","Departamento","Almagro",6,4,189,315000
"5203","Departamento","Palermo",6,3,150,620000
"5204","Departamento","Belgrano",6,4,247,615000
"5205","PH","Palermo",8,5,240,575000
"5206","Departamento","Flores",1,1,40,102000
"5207","Departamento","Almagro",1,1,50,130000
"5208","Departamento","Almagro",1,1,32,79000
"5209","Departamento","Coghlan",1,1,36,136500
"5210","Departamento","Palermo",1,1,37,175000
"5211","Departamento","Palermo",1,1,36,125000
"5212","Departamento","Palermo",1,1,44,144000
"5213","Departamento","Palermo",1,1,44,144000
"5214","Departamento","Palermo",1,1,33,115000
"5215","Departamento","Belgrano",1,1,43,161250
"5216","Departamento","Belgrano",1,1,35,100140
"5217","Departamento","Floresta",1,1,31,86500
"5218","Departamento","Recoleta",1,1,33,115000
"5219","Departamento","Monserrat",1,1,39,97000
"5220","Departamento","San Telmo",1,1,31,93000
"5221","Departamento","Barrio Norte",1,1,45,155000
"5222","Departamento","Villa Crespo",1,1,36,108000
"5223","Departamento","Villa Crespo",1,1,40,104000
"5224","Departamento","Villa Urquiza",1,1,40,92000
"5225","Departamento","Villa Urquiza",1,1,62,150000
"5226","Departamento","Villa Urquiza",1,1,47,120000
"5227","Departamento","Parque Chacabuco",1,1,46,105000
"5228","Departamento","Villa Santa Rita",1,1,33,78000
"5229","PH","Paternal",2,1,85,133000
"5230","PH","Saavedra",2,1,50,95000
"5231","PH","Saavedra",2,1,50,95000
"5232","PH","Villa Urquiza",2,1,50,95000
"5233","Departamento","Boedo",2,1,46,85000
"5234","Departamento","Nuñez",2,1,51,230000
"5235","Departamento","Retiro",2,1,50,150000
"5236","Departamento","Almagro",2,1,43,126000
"5237","Departamento","Almagro",2,1,38,110000
"5238","Departamento","Almagro",2,1,63,205000
"5239","Departamento","Almagro",2,1,35,86000
"5240","Departamento","Almagro",2,1,35,90000
"5241","Departamento","Almagro",2,1,39,105000
"5242","Departamento","Almagro",2,1,59,115000
"5243","Departamento","Palermo",2,1,44,170000
"5244","Departamento","Palermo",2,1,40,132000
"5245","Departamento","Palermo",2,1,37,139000
"5246","Departamento","Palermo",2,1,35,90000
"5247","Departamento","Palermo",2,1,63,205000
"5248","Departamento","Palermo",2,1,40,110000
"5249","Departamento","Barracas",2,1,53,150000
"5250","Departamento","Belgrano",2,1,39,187000
"5251","Departamento","Belgrano",2,1,64,170000
"5252","Departamento","Belgrano",2,1,82,275400
"5253","Departamento","Belgrano",2,1,36,98000
"5254","Departamento","Belgrano",2,1,48,179000
"5255","Departamento","Belgrano",2,1,39,191500
"5256","Departamento","Belgrano",2,1,71,262700
"5257","Departamento","Belgrano",2,2,76,350000
"5258","Departamento","Belgrano",2,1,39,182000
"5259","Departamento","Recoleta",2,1,40,160000
"5260","Departamento","Saavedra",2,1,50,95000
"5261","Departamento","Caballito",2,1,52,126800
"5262","Departamento","Caballito",2,1,30,83000
"5263","Departamento","Caballito",2,1,49,104500
"5264","Departamento","Caballito",2,1,30,83000
"5265","Departamento","Caballito",2,1,65,120000
"5266","Departamento","Caballito",2,1,44,139000
"5267","Departamento","Caballito",2,1,45,134000
"5268","Departamento","Caballito",2,1,30,83000
"5269","Departamento","Chacarita",2,1,34,98000
"5270","Departamento","Chacarita",2,1,32,108000
"5271","Departamento","Chacarita",2,1,36,102000
"5272","Departamento","San Telmo",2,1,55,150000
"5273","Departamento","Colegiales",2,1,44,119000
"5274","Departamento","Tribunales",2,1,40,69999
"5275","Departamento","Tribunales",2,1,40,69999
"5276","Departamento","Tribunales",2,1,40,69999
"5277","Departamento","Villa Luro",2,2,65,165000
"5278","Departamento","Barrio Norte",2,1,49,160000
"5279","Departamento","Villa Crespo",2,1,63,205000
"5280","Departamento","Villa Crespo",2,1,42,111000
"5281","Departamento","Villa Devoto",2,1,44,105000
"5282","Departamento","Constitución",2,1,55,150000
"5283","Departamento","Puerto Madero",2,1,82,950000
"5284","Departamento","Villa Urquiza",2,1,36,98000
"5285","Departamento","Villa Urquiza",2,1,50,155000
"5286","Departamento","Villa Urquiza",2,1,56,153500
"5287","Departamento","Villa Urquiza",2,1,62,250000
"5288","Departamento","Parque Patricios",2,1,42,110000
"5289","Departamento","Villa del Parque",2,1,47,108100
"5290","Departamento","Parque Centenario",2,1,37,85000
"5291","PH","Flores",3,2,86,130000
"5292","PH","Almagro",3,1,143,175000
"5293","PH","Almagro",3,1,143,175000
"5294","PH","Villa Crespo",3,1,60,145000
"5295","PH","Villa Crespo",3,1,62,165000
"5296","PH","Villa Devoto",3,1,138,235000
"5297","Departamento","Once",3,2,63,130000
"5298","Departamento","Boedo",3,1,67,117000
"5299","Departamento","Flores",3,1,77,132000
"5300","Departamento","Nuñez",3,2,78,269000
"5301","Departamento","Nuñez",3,2,78,269000
"5302","Departamento","Nuñez",3,1,53,149000
"5303","Departamento","Nuñez",3,1,139,355000
"5304","Departamento","Retiro",3,2,86,170000
"5305","Departamento","Almagro",3,1,45,105000
"5306","Departamento","Almagro",3,1,45,105000
"5307","Departamento","Almagro",3,1,62,148000
"5308","Departamento","Almagro",3,1,80,160000
"5309","Departamento","Palermo",3,1,65,178000
"5310","Departamento","Belgrano",3,1,109,310000
"5311","Departamento","Belgrano",3,3,83,434685
"5312","Departamento","Belgrano",3,3,130,430000
"5313","Departamento","Belgrano",3,2,65,330270
"5314","Departamento","Belgrano",3,1,39,178000
"5315","Departamento","Belgrano",3,1,67,240000
"5316","Departamento","Belgrano",3,2,90,320000
"5317","Departamento","Belgrano",3,2,90,395000
"5318","Departamento","Belgrano",3,2,100,450000
"5319","Departamento","Belgrano",3,1,57,175000
"5320","Departamento","Floresta",3,1,47,71500
"5321","Departamento","Recoleta",3,2,74,230000
"5322","Departamento","Recoleta",3,1,93,350000
"5323","Departamento","Recoleta",3,1,46,142000
"5324","Departamento","Recoleta",3,1,67,198000
"5325","Departamento","Saavedra",3,2,102,260000
"5326","Departamento","Saavedra",3,1,61,250000
"5327","Departamento","Balvanera",3,1,53,143000
"5328","Departamento","Balvanera",3,1,53,143000
"5329","Departamento","Balvanera",3,1,58,147000
"5330","Departamento","Caballito",3,1,90,210000
"5331","Departamento","Caballito",3,1,67,159999
"5332","Departamento","Caballito",3,2,70,270000
"5333","Departamento","Caballito",3,2,66,190000
"5334","Departamento","Chacarita",3,1,64,145000
"5335","Departamento","Chacarita",3,1,75,156000
"5336","Departamento","Colegiales",3,2,64,246240
"5337","Departamento","Colegiales",3,2,140,279000
"5338","Departamento","Tribunales",3,2,84,170000
"5339","Departamento","Villa Luro",3,1,57,110000
"5340","Departamento","Barrio Norte",3,1,80,339000
"5341","Departamento","Barrio Norte",3,2,100,240000
"5342","Departamento","Barrio Norte",3,1,55,220000
"5343","Departamento","Barrio Norte",3,1,45,156000
"5344","Departamento","Barrio Norte",3,1,46,142000
"5345","Departamento","San Nicolás",3,1,109,145000
"5346","Departamento","Villa Crespo",3,1,75,156000
"5347","Departamento","Villa Crespo",3,2,87,173000
"5348","Departamento","Villa Crespo",3,1,63,151000
"5349","Departamento","Villa Crespo",3,1,79,170000
"5350","Departamento","Villa Devoto",3,2,140,320000
"5351","Departamento","Villa Devoto",3,1,61,147000
"5352","Departamento","Constitución",3,2,103,120000
"5353","Departamento","San Cristobal",3,1,67,117000
"5354","Departamento","Villa Urquiza",3,2,77,209000
"5355","Departamento","Villa Urquiza",3,2,136,359000
"5356","Departamento","Velez Sarsfield",3,1,47,71500
"5357","Departamento","Villa Santa Rita",3,2,60,151000
"5358","Departamento","Villa del Parque",3,2,60,151000
"5359","Departamento","Parque Centenario",3,1,45,105000
"5360","PH","Nuñez",4,1,100,299000
"5361","PH","Almagro",4,1,124,220000
"5362","PH","Palermo",4,2,89,220000
"5363","PH","Palermo",4,1,120,345000
"5364","PH","Palermo",4,2,120,325000
"5365","PH","Villa Devoto",4,3,190,275000
"5366","Casa","Villa Lugano",4,2,200,260000
"5367","Departamento","Flores",4,2,101,295000
"5368","Departamento","Nuñez",4,3,90,340000
"5369","Departamento","Nuñez",4,1,80,250000
"5370","Departamento","Nuñez",4,1,64,185000
"5371","Departamento","Nuñez",4,1,80,235000
"5372","Departamento","Retiro",4,2,87,245000
"5373","Departamento","Almagro",4,1,89,189000
"5374","Departamento","Almagro",4,2,97,290000
"5375","Departamento","Almagro",4,2,118,218000
"5376","Departamento","Almagro",4,1,123,295000
"5377","Departamento","Almagro",4,1,56,144000
"5378","Departamento","Palermo",4,1,102,279000
"5379","Departamento","Palermo",4,1,84,295000
"5380","Departamento","Palermo",4,4,202,600000
"5381","Departamento","Belgrano",4,3,180,850000
"5382","Departamento","Belgrano",4,4,127,590200
"5383","Departamento","Belgrano",4,3,107,550000
"5384","Departamento","Belgrano",4,4,202,600000
"5385","Departamento","Belgrano",4,2,94,275000
"5386","Departamento","Recoleta",4,3,145,315000
"5387","Departamento","Recoleta",4,1,119,380000
"5388","Departamento","Saavedra",4,1,64,175000
"5389","Departamento","Balvanera",4,2,78,149000
"5390","Departamento","Las Cañitas",4,4,202,600000
"5391","Departamento","Villa Crespo",4,2,195,360000
"5392","Departamento","Villa Crespo",4,1,80,185000
"5393","Departamento","Villa Crespo",4,2,83,189000
"5394","Departamento","Villa Crespo",4,1,139,268000
"5395","Departamento","Villa Devoto",4,2,127,645000
"5396","Departamento","Villa Urquiza",4,2,140,523000
"5397","Departamento","Villa Urquiza",4,2,87,265000
"5398","Departamento","Parque Centenario",4,2,118,218000
"5399","Casa","Coghlan",5,2,240,498000
"5400","Departamento","Nuñez",5,3,140,720000
"5401","Departamento","Palermo",5,4,188,850000
"5402","Departamento","Belgrano",5,3,114,385000
"5403","Departamento","Belgrano",5,3,160,570000
"5404","Departamento","San Nicolás",6,2,172,228000
"5405","Casa","Flores",7,3,200,650000
"5406","PH","Flores",3,1,63,137000
"5407","PH","Nuñez",3,1,72,209000
"5408","PH","Paternal",3,1,97,168900
"5409","PH","Caballito",4,1,82,160000
"5410","PH","Versalles",2,1,41,110000
"5411","PH","Villa Devoto",2,1,71,135000
"5412","Departamento","Flores",3,1,63,139000
"5413","Departamento","Flores",4,1,90,139000
"5414","Departamento","Nuñez",1,1,37,148000
"5415","Departamento","Nuñez",3,1,65,200000
"5416","Departamento","Almagro",2,1,41,156000
"5417","Departamento","Almagro",2,1,29,75000
"5418","Departamento","Almagro",2,1,41,89900
"5419","Departamento","Almagro",3,1,73,119000
"5420","Departamento","Liniers",2,1,46,83000
"5421","Departamento","Palermo",2,1,36,108000
"5422","Departamento","Palermo",2,1,59,150000
"5423","Departamento","Palermo",4,1,145,245000
"5424","Departamento","Palermo",2,1,59,150000
"5425","Departamento","Palermo",3,1,50,139000
"5426","Departamento","Palermo",3,1,66,185000
"5427","Departamento","Belgrano",4,1,83,165000
"5428","Departamento","Belgrano",2,1,44,124900
"5429","Departamento","Belgrano",4,1,80,259000
"5430","Departamento","Recoleta",2,1,44,220000
"5431","Departamento","Balvanera",2,1,42,92000
"5432","Departamento","Caballito",4,1,123,270000
"5433","Departamento","Caballito",4,1,138,295000
"5434","Departamento","Caballito",2,1,37,125000
"5435","Departamento","Colegiales",1,1,45,135000
"5436","Departamento","Colegiales",3,1,54,159000
"5437","Departamento","Colegiales",1,1,34,105000
"5438","Departamento","Parque Chas",3,1,78,184900
"5439","Departamento","Monte Castro",3,1,70,149999
"5440","Departamento","Villa Crespo",2,1,32,88000
"5441","Departamento","Villa Crespo",2,1,59,159500
"5442","Departamento","Puerto Madero",3,1,80,319000
"5443","Departamento","Villa Urquiza",1,1,90,154000
"5444","Departamento","Villa Urquiza",3,1,66,188000
"5445","Departamento","Parque Chacabuco",1,1,42,82600
"5446","Departamento","Villa Pueyrredón",3,1,107,195000
"5447","Departamento","Villa Pueyrredón",2,1,48,111000
"5448","Departamento","Villa Pueyrredón",3,1,63,112000
"5449","PH","Almagro",6,2,200,339000
"5450","PH","Mataderos",5,2,179,168000
"5451","Departamento","Flores",3,2,87,129000
"5452","Departamento","Flores",4,2,108,324000
"5453","Departamento","Flores",3,2,98,264000
"5454","Departamento","Flores",3,2,80,240000
"5455","Departamento","Flores",4,2,126,319000
"5456","Departamento","Flores",3,2,93,225000
"5457","Departamento","Flores",3,2,80,240000
"5458","Departamento","Almagro",4,2,97,238000
"5459","Departamento","Palermo",4,2,124,575000
"5460","Departamento","Palermo",2,2,75,220000
"5461","Departamento","Recoleta",3,2,135,510000
"5462","Departamento","Caballito",2,2,106,240000
"5463","Departamento","Colegiales",3,2,80,320000
"5464","Departamento","Colegiales",3,2,80,280000
"5465","Departamento","Villa Crespo",3,2,66,195000
"5466","Departamento","Villa Crespo",3,2,63,214000
"5467","Departamento","Villa Urquiza",4,2,102,387000
"5468","Departamento","Villa Urquiza",5,2,182,455000
"5469","Departamento","Palermo",3,3,162,395000
"5470","Departamento","Palermo",3,3,162,395000
"5471","Departamento","Palermo",6,3,230,880000
"5472","Departamento","Recoleta",4,3,119,299000
"5473","Departamento","Recoleta",3,3,105,326000
"5474","Departamento","Villa Lugano",4,3,105,190000
"5475","Departamento","San Cristobal",5,3,97,155000
"5476","Departamento","Flores",5,4,285,470000
"5477","Departamento","Recoleta",6,4,260,950000
"5478","PH","Palermo",1,1,32,85000
"5479","Departamento","Abasto",1,1,28,102000
"5480","Departamento","Flores",1,1,35,75000
"5481","Departamento","Nuñez",1,1,35,115000
"5482","Departamento","Nuñez",1,1,38,145000
"5483","Departamento","Almagro",1,1,38,110000
"5484","Departamento","Almagro",1,1,28,102000
"5485","Departamento","Liniers",1,1,37,85000
"5486","Departamento","Palermo",1,1,40,170000
"5487","Departamento","Palermo",1,1,41,108000
"5488","Departamento","Palermo",1,1,39,138200
"5489","Departamento","Palermo",1,1,35,128500
"5490","Departamento","Palermo",1,1,41,112090
"5491","Departamento","Palermo",1,1,71,126900
"5492","Departamento","Palermo",1,1,38,160000
"5493","Departamento","Palermo",1,1,38,120000
"5494","Departamento","Palermo",1,1,38,125000
"5495","Departamento","Barracas",1,1,66,157000
"5496","Departamento","Belgrano",1,1,30,145000
"5497","Departamento","Belgrano",1,1,36,105000
"5498","Departamento","Belgrano",1,1,41,140000
"5499","Departamento","Belgrano",1,1,34,115000
"5500","Departamento","Belgrano",1,1,44,159500
"5501","Departamento","Belgrano",1,1,32,130000
"5502","Departamento","Belgrano",1,1,40,112000
"5503","Departamento","Belgrano",1,1,34,170000
"5504","Departamento","Belgrano",1,1,33,108000
"5505","Departamento","Floresta",1,1,38,76000
"5506","Departamento","Recoleta",1,1,59,280000
"5507","Departamento","Recoleta",1,2,58,250000
"5508","Departamento","Recoleta",1,1,30,89500
"5509","Departamento","Balvanera",1,1,31,70000
"5510","Departamento","Balvanera",1,1,32,73000
"5511","Departamento","Caballito",1,1,41,115000
"5512","Departamento","Chacarita",1,1,35,110000
"5513","Departamento","Colegiales",1,1,35,110000
"5514","Departamento","Barrio Norte",1,1,59,280000
"5515","Departamento","Las Cañitas",1,1,44,159500
"5516","Departamento","Monte Castro",1,1,44,95000
"5517","Departamento","Villa Crespo",1,1,36,103300
"5518","Departamento","Puerto Madero",1,1,51,230000
"5519","Departamento","San Cristobal",1,1,41,80000
"5520","Departamento","Villa Urquiza",1,1,40,109000
"5521","Departamento","Villa Urquiza",1,1,36,117600
"5522","Departamento","Villa Urquiza",1,1,35,112000
"5523","Departamento","Velez Sarsfield",1,1,35,76500
"5524","Departamento","Velez Sarsfield",1,1,40,85500
"5525","Departamento","Villa del Parque",1,1,54,110000
"5526","Departamento","Villa Pueyrredón",1,1,34,108000
"5527","PH","Flores",2,1,53,119000
"5528","PH","Palermo",2,2,42,165000
"5529","PH","Palermo",2,1,58,127000
"5530","PH","Palermo",2,2,42,165000
"5531","PH","Floresta",2,1,80,140000
"5532","PH","Recoleta",2,1,45,145000
"5533","PH","Saavedra",2,1,70,172000
"5534","PH","Monte Castro",2,1,49,99900
"5535","PH","Parque Chacabuco",2,1,47,89000
"5536","Departamento","Once",2,1,55,220000
"5537","Departamento","Once",2,1,33,73500
"5538","Departamento","Flores",2,1,58,115000
"5539","Departamento","Nuñez",2,2,190,410000
"5540","Departamento","Nuñez",2,1,57,260000
"5541","Departamento","Retiro",2,1,31,95000
"5542","Departamento","Almagro",2,1,46,149000
"5543","Departamento","Almagro",2,1,40,108000
"5544","Departamento","Almagro",2,1,52,123000
"5545","Departamento","Almagro",2,1,45,109000
"5546","Departamento","Almagro",2,1,42,98000
"5547","Departamento","Liniers",2,1,37,120000
"5548","Departamento","Palermo",2,1,44,175000
"5549","Departamento","Palermo",2,1,72,175000
"5550","Departamento","Palermo",2,1,47,120000
"5551","Departamento","Palermo",2,1,51,138000
"5552","Departamento","Palermo",2,1,51,138000
"5553","Departamento","Palermo",2,1,44,115000
"5554","Departamento","Palermo",2,1,30,138000
"5555","Departamento","Palermo",2,1,44,115000
"5556","Departamento","Palermo",2,1,45,199500
"5557","Departamento","Palermo",2,1,51,138000
"5558","Departamento","Palermo",2,2,63,240000
"5559","Departamento","Palermo",2,1,54,165000
"5560","Departamento","Palermo",2,1,32,110000
"5561","Departamento","Palermo",2,1,55,235000
"5562","Departamento","Palermo",2,1,50,125000
"5563","Departamento","Palermo",2,2,52,188600
"5564","Departamento","Belgrano",2,1,44,169000
"5565","Departamento","Belgrano",2,1,32,99000
"5566","Departamento","Belgrano",2,1,61,230000
"5567","Departamento","Belgrano",2,1,36,139000
"5568","Departamento","Belgrano",2,1,50,75000
"5569","Departamento","Belgrano",2,2,51,230265
"5570","Departamento","Belgrano",2,1,51,138000
"5571","Departamento","Belgrano",2,1,44,169000
"5572","Departamento","Belgrano",2,1,43,165000
"5573","Departamento","Belgrano",2,1,41,180000
"5574","Departamento","Belgrano",2,1,38,125000
"5575","Departamento","Belgrano",2,2,51,250000
"5576","Departamento","Floresta",2,1,40,85000
"5577","Departamento","Floresta",2,1,42,85000
"5578","Departamento","Recoleta",2,1,34,99500
"5579","Departamento","Recoleta",2,1,40,98000
"5580","Departamento","Balvanera",2,1,33,73500
"5581","Departamento","Balvanera",2,1,33,83000
"5582","Departamento","Balvanera",2,1,40,80000
"5583","Departamento","Caballito",2,1,60,168000
"5584","Departamento","Caballito",2,1,41,113900
"5585","Departamento","Caballito",2,1,45,128000
"5586","Departamento","Caballito",2,1,55,118000
"5587","Departamento","Chacarita",2,1,35,110000
"5588","Departamento","Mataderos",2,1,60,128000
"5589","Departamento","Monserrat",2,1,52,135000
"5590","Departamento","San Telmo",2,2,61,170000
"5591","Departamento","Colegiales",2,1,51,138000
"5592","Departamento","Colegiales",2,1,37,87000
"5593","Departamento","Barrio Norte",2,1,36,89000
"5594","Departamento","Barrio Norte",2,1,45,145000
"5595","Departamento","Las Cañitas",2,1,51,138000
"5596","Departamento","San Nicolás",2,1,40,95000
"5597","Departamento","Villa Crespo",2,1,38,75000
"5598","Departamento","Puerto Madero",2,2,80,525000
"5599","Departamento","Puerto Madero",2,1,59,325000
"5600","Departamento","Puerto Madero",2,2,69,443630
"5601","Departamento","Puerto Madero",2,2,75,603855
"5602","Departamento","Puerto Madero",2,1,59,285000
"5603","Departamento","San Cristobal",2,1,42,96500
"5604","Departamento","San Cristobal",2,1,42,96500
"5605","Departamento","Villa Urquiza",2,1,56,188400
"5606","Departamento","Villa Santa Rita",2,1,46,119000
"5607","Departamento","Villa del Parque",2,3,49,155000
"5608","Departamento","Villa del Parque",2,1,45,123000
"5609","PH","Colegiales",3,2,81,235000
"5610","PH","Villa Luro",3,1,107,129000
"5611","PH","Parque Chacabuco",3,1,121,135000
"5612","PH","Parque Chacabuco",3,1,92,149000
"5613","Departamento","Once",3,1,73,260000
"5614","Departamento","Abasto",3,2,70,185000
"5615","Departamento","Abasto",3,2,70,185000
"5616","Departamento","Abasto",3,1,75,122000
"5617","Departamento","Flores",3,1,60,168000
"5618","Departamento","Flores",3,1,64,142900
"5619","Departamento","Flores",3,2,110,295000
"5620","Departamento","Flores",3,1,60,119000
"5621","Departamento","Nuñez",3,1,81,179900
"5622","Departamento","Nuñez",3,2,76,217700
"5623","Departamento","Nuñez",3,1,65,170000
"5624","Departamento","Nuñez",3,2,76,213500
"5625","Departamento","Nuñez",3,1,76,235000
"5626","Departamento","Nuñez",3,2,86,260000
"5627","Departamento","Nuñez",3,2,75,190900
"5628","Departamento","Retiro",3,1,60,145000
"5629","Departamento","Almagro",3,2,74,185000
"5630","Departamento","Almagro",3,1,58,158500
"5631","Departamento","Almagro",3,2,87,195000
"5632","Departamento","Almagro",3,1,64,142000
"5633","Departamento","Almagro",3,2,65,145000
"5634","Departamento","Almagro",3,1,45,109000
"5635","Departamento","Almagro",3,2,70,185000
"5636","Departamento","Almagro",3,1,110,165000
"5637","Departamento","Almagro",3,1,75,139900
"5638","Departamento","Coghlan",3,1,120,199000
"5639","Departamento","Coghlan",3,1,62,189900
"5640","Departamento","Liniers",3,2,90,280000
"5641","Departamento","Liniers",3,2,120,195000
"5642","Departamento","Palermo",3,1,67,390000
"5643","Departamento","Palermo",3,1,78,230000
"5644","Departamento","Palermo",3,2,85,350000
"5645","Departamento","Palermo",3,2,127,760000
"5646","Departamento","Palermo",3,2,127,760000
"5647","Departamento","Palermo",3,1,72,232000
"5648","Departamento","Palermo",3,1,53,175000
"5649","Departamento","Palermo",3,1,58,158000
"5650","Departamento","Palermo",3,2,86,245000
"5651","Departamento","Palermo",3,2,80,280600
"5652","Departamento","Palermo",3,1,78,230000
"5653","Departamento","Palermo",3,1,95,315000
"5654","Departamento","Palermo",3,2,78,530000
"5655","Departamento","Belgrano",3,1,99,219000
"5656","Departamento","Belgrano",3,1,45,140000
"5657","Departamento","Belgrano",3,2,98,310000
"5658","Departamento","Belgrano",3,1,49,145000
"5659","Departamento","Belgrano",3,1,53,158900
"5660","Departamento","Belgrano",3,1,56,179000
"5661","Departamento","Belgrano",3,1,66,178000
"5662","Departamento","Congreso",3,1,103,215000
"5663","Departamento","Floresta",3,1,51,121000
"5664","Departamento","Recoleta",3,1,57,185000
"5665","Departamento","Recoleta",3,1,68,177000
"5666","Departamento","Recoleta",3,1,50,149000
"5667","Departamento","Saavedra",3,1,50,123000
"5668","Departamento","Saavedra",3,1,80,240000
"5669","Departamento","Balvanera",3,1,103,215000
"5670","Departamento","Balvanera",3,1,72,120000
"5671","Departamento","Balvanera",3,1,61,116000
"5672","Departamento","Balvanera",3,1,63,123000
"5673","Departamento","Caballito",3,2,77,190000
"5674","Departamento","Caballito",3,1,70,165000
"5675","Departamento","Caballito",3,1,101,249000
